Library Type,Component Number,Component Name,Package Specification,Component Category,Component Provider,Quantity In Stock,Price,Manufacturer Model Number,Brand,Sales Statistics,Comments
Basic Library,C26110,1.5MΩ (1504) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,42881,Click to view,0805W8F1504T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C22813,160KΩ (1603) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,103661,Click to view,0603WAF1603T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17924,180Ω (1800) ±1%,1206,Resistor_chip resistor,Provided by Jiali Chuang,31815,Click to view,1206W4F1800T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C26112,2MΩ (2004) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,54717,Click to view,0805W8F2004T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C51725,3.3UH±10%,805,Inductor_SMD inductor,Provided by Jiali Chuang,22506,Click to view,SDFL2012Q3R3KTF,SUNLORD 顺络  ,Unpopular,
Basic Library,C18088,STM8L051F3P6TR,TSSOP-20,Microcontroller (MCU),Provided by Jiali Chuang,15780,Click to view,STM8L051F3P6TR,ST 意法半导体  ,Unpopular,
Basic Library,C6961,TL072CDT,SOIC-8_150MIL,运放  ,Provided by Jiali Chuang,10492,Click to view,TL072CDT,ST 意法半导体  ,Unpopular,
Basic Library,C29985,STC15F2K60S2-28I-LQFP44G,LQFP-44_10X10X08P,Microcontroller (MCU),Provided by Jiali Chuang,8426,Click to view,STC15F2K60S2-28I-LQFP44G,STC 宏晶  ,Unpopular,
Basic Library,C7439,CAN/PCA82C250T/YM,SOIC-8_150MIL,CAN Chip  ,Provided by Jiali Chuang,761,Click to view,PCA82C250T/YM,NXP 恩智浦  ,Very Unpopular,
Basic Library,C46525,STM32F429ZGT6,LQFP-144_20X20X05P,Microcontroller (MCU),Provided by Jiali Chuang,895,Click to view,STM32F429ZGT6,ST 意法半导体  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C8253,STM8S105C6T6,LQFP-48_7X7X05P,Microcontroller (MCU),Provided by Jiali Chuang,1858,Click to view,STM8S105C6T6,ST 意法半导体  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C8256,STM8S207R8T6,LQFP-64_10X10X05P,Microcontroller (MCU),Provided by Jiali Chuang,199,Click to view,STM8S207R8T6,ST 意法半导体  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C23573,LM386MX-1/NOPB,SOIC-8_150MIL,功放  ,Provided by Jiali Chuang,3511,Click to view,LM386MX-1/NOPB,NS 美国国家半导体  ,Very Unpopular,
Basic Library,C15785,560KΩ (5603) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,32202,Click to view,0805W8F5603T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C1868,470PF (471) ±10% 50V X7R,1206,Capacitor_chip capacitor,Provided by Jiali Chuang,69667,Click to view,1206B471K500NT,FH 风华  ,Very Unpopular,
Basic Library,C27124,3.3NH ±0.3NH,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,58510,Click to view,SDCL1005C3N3STDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C17380,1.2MΩ (1204) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,58655,Click to view,0805W8F1204T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C55961,STM8S103F3P6,TSSOP-20,Microcontroller (MCU),Provided by Jiali Chuang,662,Click to view,STM8S103F3P6,ST 意法半导体  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C37663,DS3231M+TRL,SOIC-16_300MIL,Real Time Clock,Provided by Jiali Chuang,1867,Click to view,DS3231M+TRL,MAXIM 美信  ,Very Unpopular,
Basic Library,C14213,DW01+G,SOT-23-6,Battery Protection Chip,Provided by Jiali Chuang,30141,Click to view,DW01+G,FORTUNE 台湾富晶  ,Very Unpopular,
Basic Library,C26117,3MΩ (305) ±5%,805,Resistor_chip resistor,Provided by Jiali Chuang,61950,Click to view,0805W8J0305T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C6742,CD4053BM96,SOIC-16_150MIL,Logic Chip_4000 Series,Provided by Jiali Chuang,6814,Click to view,CD4053BM96,TI 德州仪器  ,Very Unpopular,
Basic Library,C47742,CP2104-F03-GM,QFN-24_4X4X05P,USB Chip  ,Provided by Jiali Chuang,5045,Click to view,CP2104-F03-GM,SILICON LABS 芯科  ,Very Unpopular,
Basic Library,C8696,STC12C5A60S2-35I,LQFP-44_10X10X08P,Microcontroller (MCU),Provided by Jiali Chuang,2849,Click to view,STC12C5A60S2-35I,STC 宏晶  ,Very Unpopular,
Basic Library,C8707,STC89C52RC-40I,LQFP-44_10X10X08P,Microcontroller (MCU),Provided by Jiali Chuang,2379,Click to view,STC89C52RC-40I,STC 宏晶  ,Very Unpopular,
Basic Library,C14971,1PF (010) ±0.25PF 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,38510,Click to view,CL21C010CBANNNC,SAMSUNG 三星  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C1030,4.7NH ±0.3NH,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,63394,Click to view,VHF160808H4N7ST,FH 风华  ,Very Unpopular,
Basic Library,C13595,4.7NH ±0.3NH,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,58921,Click to view,SDCL1005C4N7STDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C29258,12NH ±5%,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,41783,Click to view,SDCL1608C12NJTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C24562,18NH,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,55277,Click to view,SDCL1005C18NJTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C4198,24Ω (24R0) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,57762,Click to view,0603WAF240JT5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C9659,2SC3356-T1B-A S/YS档,SOT-23,Transistor,Provided by Jiali Chuang,25668,Click to view,2SC3356-T1B-A,RENESAS 瑞萨  ,Very Unpopular,
Basic Library,C16052,FS8205A,TSSOP-8_3X4.4X065P,MOS_FET,Provided by Jiali Chuang,595,Click to view,FS8205A,FORTUNE 台湾富晶  ,Very Unpopular,
Basic Library,C7591,MSP430F149IPMRG4,LQFP-64_10X10X05P_0,Microcontroller (MCU),Provided by Jiali Chuang,2639,Click to view,MSP430F149IPMRG4,TI 德州仪器  ,Very Unpopular,
Basic Library,C8791,NRF24L01P-R,QFN-20_4X4X05P,Wireless,Provided by Jiali Chuang,11634,Click to view,NRF24L01P-R,NORDIC  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C30044,STM8L101F3P6,TSSOP-20,Microcontroller (MCU),Provided by Jiali Chuang,2036,Click to view,STM8L101F3P6,ST 意法半导体  ,Very Unpopular,
Basic Library,C33100,STM8L152R8T6,LQFP-64_10X10X05P,Microcontroller (MCU),Provided by Jiali Chuang,5176,Click to view,STM8L152R8T6,ST 意法半导体  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C19882,TL494CDR,SOIC-16_150MIL,Switch Power Supply,Provided by Jiali Chuang,2096,Click to view,TL494CDR,TI 德州仪器  ,Very Unpopular,
Basic Library,C19187,TM1638,SOIC-28_300MIL,LED Driver,Provided by Jiali Chuang,4122,Click to view,TM1638,TM 天微  ,Very Unpopular,
Basic Library,C16414,UC3843BD1R2G,SOIC-8_150MIL,Switch Power Supply,Provided by Jiali Chuang,15393,Click to view,UC3843BD1R2G,ON 安森美  ,Very Unpopular,
Basic Library,C1572,56PF (560) ±5% 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,56942,Click to view,0402CG560J500NT,FH 风华  ,Very Unpopular,
Basic Library,C1854,220PF (221) ±10% 50V X7R,1206,Capacitor_chip capacitor,Provided by Jiali Chuang,27076,Click to view,1206B221K500NT,FH 风华  ,Very Unpopular,
Basic Library,C27123,2.7NH ±0.3NH,402,Inductance_High Frequency Inductance,Provided by Jiali Chuang,57887,Click to view,SDCL1005C2N7STDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C13818,3.9NH ±0.3NH,603,Inductance_High Frequency Inductance,Provided by Jiali Chuang,46369,Click to view,SDCL1608C3N9STDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C32041,6.8NH ±5%,402,Inductance_High Frequency Inductance,Provided by Jiali Chuang,38769,Click to view,SDCL1005C6N8JTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C18830,27NH ±5%,402,Inductance_High Frequency Inductance,Provided by Jiali Chuang,57968,Click to view,SDCL1005C27NJTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C22781,110Ω (1100) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,46509,Click to view,0603WAF1100T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C22796,130Ω (1300) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,54336,Click to view,0603WAF1300T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C8254,STM8S105K6T6C,LQFP-32_7X7X08P,Microcontroller (MCU),Provided by Jiali Chuang,1899,Click to view,STM8S105K6T6C,ST 意法半导体  ,Very Unpopular,
Basic Library,C19579,TM1620,SOIC-20_300MIL,LED Driver,Provided by Jiali Chuang,11839,Click to view,TM1620,TM 天微  ,Very Unpopular,
Basic Library,C16688,DP83848CVVX,LQFP-48_7X7X05P_0,Interface Chip,Provided by Jiali Chuang,559,Click to view,DP83848CVVX,NS 美国国家半导体  ,Very Unpopular,
Basic Library,C7532,HT1621B,LQFP-48_7X7X05P,LCD driver,Provided by Jiali Chuang,4405,Click to view,HT1621B,HOLTEK 台湾合泰/盛群  ,Very Unpopular,
Basic Library,C7296,MC33063ADR2G,SOIC-8_150MIL,Switch Power Supply,Provided by Jiali Chuang,960,Click to view,MC33063ADR2G,ON 安森美  ,Very Unpopular,
Basic Library,C14166,CH376S,SOIC-28_300MIL,USB Chip,Provided by Jiali Chuang,349,Click to view,CH376S,WCH 南京沁恒  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C17674,4.7MΩ (4704) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,38654,Click to view,0805W8F4704T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C26114,5.1MΩ (5104) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,34405,Click to view,0805W8F5104T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C5622,74HC244D,SOIC-20_300MIL,Logic Chip_74 Series,Provided by Jiali Chuang,8396,Click to view,74HC244D,NXP 恩智浦  ,Very Unpopular,
Basic Library,C5608,74HC573D,SOIC-20_300MIL,Logic Chip_74 Series,Provided by Jiali Chuang,8012,Click to view,74HC573D,NXP 恩智浦  ,Very Unpopular,
Basic Library,C32254,FS8205,SOT-23-6,MOS_FET,Provided by Jiali Chuang,16648,Click to view,FS8205,FORTUNE 台湾富晶  ,Very Unpopular,
Basic Library,C25199,91Ω (91R0) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,57260,Click to view,0603WAF910JT5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C9675,AD620ARZ-REEL,SOIC-8_150MIL,Op amp _ instrumentation,Provided by Jiali Chuang,3952,Click to view,AD620ARZ-REEL,ADI 亚德诺  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C6180,AM26LS32ACDRG4,SOIC-16_150MIL,Interface Chip,Provided by Jiali Chuang,6909,Click to view,AM26LS32ACDRG4,TI 德州仪器  ,Very Unpopular,
Basic Library,C24563,12NH ±5%,402,Inductance_High Frequency Inductance,Provided by Jiali Chuang,56945,Click to view,SDCL1005C12NJTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C22814,160Ω (1600) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,67876,Click to view,0603WAF1600T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C12368,CAN/MCP2515-I/SO,SOIC-18_300MIL,CAN Chip,Provided by Jiali Chuang,384,Click to view,MCP2515-I/SO,MICROCHIP 美国微芯  ,Very Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C16428,CAN/ISO1050DUBR,SMD-8_6.3MM,CAN Chip,Provided by Jiali Chuang,2,Click to view,ISO1050DUBR,TI 德州仪器  ,Very Unpopular,
Basic Library,C23219,620KΩ (6203) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,58544,Click to view,0603WAF6203T5E,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C10681,ACS712ELCTR-20A-T,SOIC-8_150MIL,Sensor,Provided by Jiali Chuang,12179,Click to view,ACS712ELCTR-20A-T,ALLEGRO 美国埃戈罗  ,Very Unpopular,
Basic Library,C9120,CC2530F256RHAT,QFN-40_6X6X05P_0,RF Transceiver,Provided by Jiali Chuang,5512,Click to view,CC2530F256RHAT,TI 德州仪器  ,Very Unpopular,
Basic Library,C1800,2PF (2R0) ±0.25PF 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,45085,Click to view,0805CG2R0C500NT,FH 风华  ,Very Unpopular,
Basic Library,C1558,2PF (2R0) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,57976,Click to view,0402CG2R0C500NT,FH 风华  ,Very Unpopular,
Basic Library,C1828,56PF (560) ±5% 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,68682,Click to view,0805CG560J500NT,FH 风华  ,Very Unpopular,
Basic Library,C1834,68PF (680) ±5% 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,19423,Click to view,0805CG680J500NT,FH 风华  ,Very Unpopular,
Basic Library,C14441,68PF (680) ±5% 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,57368,Click to view,CL05C680JB5NNNC,SAMSUNG 三星  ,Very Unpopular,
Basic Library,C16208,8.2NH ±5%,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,57956,Click to view,SDCL1005C8N2JTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C1032,8.2NH ±5%,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,33487,Click to view,SDCL1608C8N2JTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C1593,12NF (123) ±10% 50V X7R,603,Capacitor_chip capacitor,Provided by Jiali Chuang,42410,Click to view,0603B123K500NT,FH 风华  ,Very Unpopular,
Basic Library,C26443,39NH,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,57767,Click to view,SDCL1005C39NJTDF,SUNLORD 顺络  ,Very Unpopular,
Basic Library,C25726,1KΩ (102) ±5%,0402_X4,Resistor_chip exclusion,Provided by Jiali Chuang,77514,Click to view,4D02WGJ0102TCE,UNIOHM台湾厚声  ,Very Unpopular,
Basic Library,C26113,2.2MΩ (2204) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,101128,Click to view,0805W8F2204T5E,UNIOHM台湾厚声  ,Very Unpopular,
